protein_id,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040
PROT_0071,1.0,10.0,8.0,5.0,4.0,7.0,2.0,5.0,4.0,4.0,10.0,11.0,6.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,7.0,8.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,12.0,4.0,4.0,3.0,5.0,5.0
PROT_0072,10.0,17.0,21.0,8.0,12.0,4.0,19.0,4.0,13.0,12.0,11.0,10.0,13.0,14.0,13.0,18.0,11.0,6.0,9.0,7.0,5.0,10.0,5.0,19.0,2.0,14.0,12.0,8.0,15.0,7.0,12.0,9.0,7.0,9.0,6.0,6.0,5.0,8.0,12.0,4.0
PROT_0073,13.0,17.0,5.0,5.0,11.0,19.0,4.0,3.0,3.0,9.0,8.0,10.0,10.0,11.0,17.0,16.0,6.0,11.0,5.0,9.0,13.0,11.0,8.0,10.0,6.0,11.0,12.0,6.0,6.0,5.0,14.0,17.0,8.0,2.0,5.0,5.0,13.0,9.0,8.0,10.0
PROT_0074,3.0,12.0,10.0,7.0,7.0,7.0,6.0,6.0,15.0,3.0,8.0,0.0,9.0,5.0,6.0,11.0,7.0,7.0,10.0,9.0,2.0,4.0,3.0,7.0,2.0,0.0,11.0,6.0,7.0,13.0,11.0,7.0,5.0,1.0,5.0,7.0,8.0,6.0,7.0,4.0
PROT_0075,2.0,12.0,10.0,5.0,3.0,5.0,4.0,7.0,4.0,11.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,11.0,4.0,2.0,11.0,5.0,12.0,3.0,2.0,1.0,11.0,4.0,4.0,4.0,9.0,3.0,5.0,4.0,6.0,5.0,5.0,3.0
PROT_0076,12.0,5.0,16.0,13.0,21.0,7.0,8.0,18.0,19.0,20.0,8.0,16.0,22.0,14.0,15.0,15.0,18.0,17.0,11.0,11.0,11.0,11.0,13.0,13.0,12.0,17.0,15.0,12.0,20.0,14.0,14.0,4.0,8.0,8.0,7.0,12.0,9.0,7.0,10.0,15.0
PROT_0077,12.0,20.0,17.0,8.0,11.0,9.0,7.0,10.0,8.0,7.0,3.0,8.0,8.0,8.0,16.0,8.0,8.0,12.0,8.0,6.0,10.0,15.0,13.0,23.0,9.0,9.0,4.0,16.0,12.0,18.0,0.0,9.0,14.0,11.0,9.0,12.0,15.0,12.0,8.0,10.0
PROT_0078,14.0,11.0,14.0,12.0,19.0,17.0,12.0,9.0,14.0,8.0,13.0,11.0,13.0,17.0,9.0,14.0,11.0,4.0,21.0,15.0,13.0,20.0,17.0,4.0,17.0,19.0,14.0,16.0,13.0,13.0,7.0,9.0,32.0,15.0,16.0,6.0,11.0,8.0,7.0,6.0
PROT_0079,9.0,10.0,12.0,7.0,17.0,20.0,12.0,14.0,8.0,11.0,5.0,20.0,11.0,19.0,9.0,5.0,8.0,15.0,7.0,16.0,7.0,6.0,18.0,8.0,14.0,13.0,19.0,10.0,6.0,18.0,16.0,15.0,9.0,13.0,11.0,13.0,14.0,15.0,11.0,15.0
PROT_0080,3.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,3.0,8.0,1.0,1.0,16.0,4.0,6.0,6.0,7.0,3.0,4.0,1.0,4.0,2.0,5.0,4.0,3.0,6.0,0.0,8.0,1.0,3.0,2.0,5.0,7.0,0.0,1.0,7.0,7.0,0.0,4.0,1.0
PROT_0081,9.0,2.0,2.0,17.0,7.0,6.0,16.0,3.0,4.0,6.0,15.0,8.0,6.0,1.0,8.0,4.0,7.0,6.0,6.0,3.0,9.0,7.0,8.0,3.0,5.0,10.0,5.0,14.0,15.0,8.0,5.0,9.0,13.0,3.0,4.0,13.0,3.0,7.0,8.0,6.0
PROT_0082,8.0,7.0,6.0,4.0,8.0,16.0,14.0,6.0,6.0,8.0,15.0,6.0,3.0,8.0,2.0,23.0,6.0,12.0,8.0,8.0,2.0,1.0,3.0,7.0,13.0,11.0,8.0,11.0,5.0,9.0,2.0,5.0,15.0,1.0,8.0,13.0,6.0,5.0,5.0,10.0
PROT_0083,12.0,9.0,8.0,4.0,7.0,22.0,9.0,10.0,2.0,2.0,14.0,10.0,13.0,10.0,9.0,22.0,3.0,4.0,4.0,9.0,5.0,5.0,9.0,17.0,10.0,6.0,8.0,9.0,5.0,5.0,14.0,6.0,8.0,7.0,12.0,8.0,8.0,7.0,8.0,22.0
PROT_0084,11.0,10.0,14.0,6.0,13.0,16.0,10.0,7.0,12.0,11.0,22.0,15.0,15.0,8.0,12.0,14.0,9.0,15.0,15.0,8.0,8.0,15.0,6.0,22.0,16.0,6.0,6.0,9.0,15.0,5.0,12.0,5.0,5.0,7.0,4.0,7.0,12.0,12.0,8.0,5.0
PROT_0085,5.0,4.0,10.0,9.0,5.0,2.0,2.0,19.0,0.0,2.0,4.0,4.0,12.0,4.0,9.0,3.0,5.0,5.0,7.0,10.0,3.0,1.0,9.0,3.0,9.0,4.0,12.0,4.0,8.0,10.0,11.0,7.0,6.0,4.0,3.0,13.0,10.0,9.0,9.0,14.0
PROT_0086,7.0,6.0,5.0,10.0,4.0,5.0,6.0,3.0,6.0,10.0,20.0,7.0,3.0,3.0,4.0,5.0,13.0,5.0,6.0,1.0,4.0,8.0,3.0,14.0,0.0,2.0,2.0,15.0,1.0,2.0,5.0,2.0,6.0,11.0,6.0,4.0,5.0,2.0,3.0,7.0
PROT_0087,13.0,16.0,18.0,5.0,6.0,13.0,26.0,14.0,12.0,7.0,15.0,21.0,16.0,11.0,13.0,19.0,11.0,12.0,10.0,8.0,17.0,16.0,4.0,19.0,11.0,13.0,13.0,12.0,8.0,10.0,13.0,9.0,7.0,7.0,16.0,5.0,12.0,11.0,19.0,7.0
PROT_0088,4.0,5.0,14.0,7.0,7.0,10.0,1.0,12.0,4.0,9.0,13.0,11.0,6.0,21.0,5.0,16.0,5.0,15.0,13.0,6.0,16.0,4.0,8.0,15.0,12.0,11.0,8.0,9.0,11.0,17.0,18.0,7.0,9.0,6.0,10.0,13.0,9.0,7.0,3.0,19.0
PROT_0089,2.0,14.0,3.0,6.0,7.0,14.0,2.0,7.0,4.0,2.0,4.0,13.0,5.0,6.0,5.0,9.0,5.0,13.0,11.0,8.0,4.0,5.0,7.0,12.0,4.0,2.0,8.0,10.0,3.0,3.0,3.0,4.0,5.0,8.0,5.0,3.0,7.0,3.0,8.0,3.0
PROT_0090,14.0,21.0,12.0,11.0,7.0,6.0,14.0,9.0,7.0,5.0,3.0,12.0,15.0,13.0,3.0,5.0,6.0,5.0,16.0,11.0,10.0,8.0,9.0,15.0,9.0,11.0,17.0,15.0,11.0,20.0,18.0,7.0,11.0,8.0,7.0,4.0,14.0,7.0,4.0,5.0
PROT_0091,12.0,7.0,10.0,9.0,14.0,9.0,5.0,8.0,4.0,8.0,7.0,13.0,3.0,14.0,3.0,5.0,8.0,1.0,11.0,16.0,13.0,10.0,5.0,9.0,9.0,7.0,10.0,9.0,14.0,10.0,8.0,3.0,8.0,4.0,16.0,14.0,2.0,9.0,3.0,10.0
PROT_0092,15.0,13.0,12.0,7.0,10.0,13.0,9.0,13.0,9.0,18.0,9.0,7.0,4.0,10.0,12.0,18.0,10.0,7.0,9.0,11.0,9.0,14.0,4.0,9.0,7.0,20.0,13.0,14.0,10.0,13.0,11.0,20.0,10.0,5.0,13.0,13.0,9.0,12.0,10.0,5.0
PROT_0093,17.0,3.0,7.0,2.0,6.0,8.0,2.0,0.0,4.0,5.0,0.0,1.0,1.0,5.0,4.0,4.0,3.0,9.0,0.0,4.0,1.0,0.0,5.0,5.0,0.0,3.0,4.0,7.0,2.0,7.0,5.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,3.0
PROT_0094,7.0,16.0,9.0,15.0,9.0,3.0,8.0,17.0,16.0,24.0,24.0,15.0,16.0,22.0,18.0,9.0,14.0,13.0,11.0,13.0,8.0,11.0,5.0,14.0,11.0,7.0,15.0,11.0,23.0,4.0,17.0,16.0,5.0,14.0,16.0,14.0,15.0,14.0,12.0,20.0
PROT_0095,2.0,7.0,12.0,4.0,10.0,10.0,7.0,7.0,14.0,10.0,14.0,10.0,11.0,11.0,12.0,7.0,10.0,9.0,4.0,2.0,9.0,7.0,10.0,7.0,6.0,16.0,7.0,13.0,2.0,6.0,3.0,13.0,5.0,3.0,5.0,4.0,14.0,12.0,3.0,18.0
PROT_0096,27.0,13.0,10.0,6.0,11.0,6.0,2.0,6.0,9.0,3.0,12.0,7.0,16.0,4.0,9.0,6.0,9.0,2.0,1.0,13.0,4.0,16.0,7.0,3.0,7.0,7.0,4.0,6.0,8.0,6.0,8.0,16.0,7.0,16.0,12.0,8.0,14.0,12.0,7.0,4.0
PROT_0097,9.0,8.0,7.0,6.0,3.0,4.0,3.0,3.0,4.0,1.0,10.0,11.0,5.0,3.0,8.0,4.0,7.0,9.0,4.0,10.0,5.0,7.0,6.0,6.0,7.0,6.0,4.0,11.0,3.0,2.0,4.0,12.0,4.0,4.0,5.0,3.0,4.0,10.0,10.0,7.0
PROT_0098,8.0,6.0,16.0,13.0,6.0,13.0,5.0,20.0,16.0,6.0,16.0,10.0,15.0,9.0,6.0,16.0,6.0,14.0,12.0,6.0,11.0,1.0,6.0,16.0,8.0,9.0,10.0,13.0,8.0,10.0,12.0,12.0,2.0,9.0,12.0,6.0,12.0,12.0,12.0,7.0
PROT_0099,15.0,9.0,10.0,8.0,9.0,12.0,11.0,13.0,9.0,27.0,11.0,23.0,15.0,23.0,19.0,12.0,18.0,21.0,9.0,9.0,10.0,7.0,16.0,6.0,9.0,15.0,7.0,14.0,11.0,16.0,13.0,11.0,12.0,9.0,6.0,15.0,8.0,11.0,22.0,20.0
PROT_0100,2.0,3.0,9.0,6.0,7.0,4.0,2.0,6.0,8.0,1.0,2.0,7.0,3.0,10.0,10.0,3.0,14.0,7.0,8.0,1.0,9.0,9.0,1.0,4.0,3.0,10.0,6.0,11.0,15.0,7.0,18.0,15.0,4.0,6.0,10.0,13.0,6.0,4.0,10.0,1.0
PROT_0101,9.0,9.0,7.0,7.0,6.0,7.0,14.0,7.0,15.0,9.0,4.0,7.0,9.0,10.0,12.0,15.0,10.0,15.0,4.0,14.0,8.0,12.0,14.0,9.0,19.0,9.0,19.0,6.0,10.0,9.0,10.0,12.0,13.0,9.0,6.0,6.0,11.0,7.0,16.0,15.0
PROT_0102,13.0,2.0,1.0,4.0,4.0,3.0,8.0,5.0,9.0,8.0,9.0,4.0,8.0,2.0,3.0,5.0,8.0,9.0,6.0,8.0,2.0,3.0,5.0,7.0,7.0,4.0,4.0,9.0,5.0,6.0,5.0,4.0,4.0,6.0,11.0,9.0,4.0,5.0,6.0,16.0
PROT_0103,8.0,9.0,6.0,11.0,7.0,5.0,11.0,8.0,7.0,13.0,9.0,12.0,11.0,15.0,11.0,9.0,9.0,6.0,6.0,8.0,5.0,13.0,22.0,15.0,9.0,7.0,2.0,6.0,10.0,9.0,10.0,13.0,8.0,12.0,13.0,11.0,21.0,4.0,6.0,12.0
PROT_0104,5.0,7.0,8.0,9.0,7.0,2.0,12.0,8.0,6.0,5.0,1.0,6.0,7.0,11.0,5.0,5.0,4.0,5.0,2.0,7.0,7.0,5.0,3.0,2.0,3.0,5.0,1.0,14.0,3.0,5.0,4.0,6.0,4.0,5.0,9.0,5.0,9.0,10.0,12.0,4.0
PROT_0105,10.0,8.0,17.0,4.0,12.0,7.0,2.0,7.0,5.0,6.0,17.0,6.0,4.0,5.0,4.0,7.0,13.0,3.0,12.0,7.0,6.0,7.0,2.0,11.0,7.0,11.0,2.0,5.0,5.0,13.0,0.0,5.0,8.0,12.0,11.0,4.0,6.0,7.0,6.0,2.0
PROT_0106,12.0,12.0,14.0,12.0,16.0,8.0,4.0,15.0,4.0,11.0,18.0,18.0,6.0,10.0,9.0,11.0,7.0,10.0,12.0,11.0,12.0,13.0,7.0,17.0,6.0,19.0,15.0,13.0,6.0,8.0,20.0,7.0,11.0,10.0,10.0,9.0,11.0,15.0,9.0,14.0
PROT_0107,13.0,6.0,7.0,6.0,7.0,6.0,9.0,1.0,9.0,7.0,7.0,8.0,6.0,8.0,12.0,10.0,6.0,15.0,6.0,6.0,11.0,4.0,6.0,7.0,15.0,8.0,4.0,8.0,10.0,4.0,16.0,3.0,3.0,4.0,9.0,8.0,10.0,8.0,10.0,12.0
PROT_0108,3.0,4.0,12.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,6.0,5.0,3.0,2.0,5.0,4.0,2.0,3.0,1.0,0.0,2.0,7.0,3.0,5.0,1.0,3.0,3.0
PROT_0109,2.0,3.0,5.0,11.0,1.0,2.0,6.0,3.0,8.0,7.0,19.0,5.0,9.0,10.0,4.0,3.0,4.0,3.0,6.0,7.0,3.0,3.0,5.0,12.0,6.0,2.0,2.0,5.0,7.0,8.0,5.0,11.0,11.0,10.0,7.0,5.0,8.0,4.0,2.0,17.0
PROT_0110,4.0,8.0,11.0,11.0,8.0,11.0,6.0,5.0,2.0,2.0,2.0,11.0,10.0,5.0,8.0,16.0,5.0,7.0,12.0,7.0,9.0,7.0,5.0,9.0,9.0,5.0,3.0,6.0,6.0,6.0,5.0,8.0,5.0,8.0,9.0,12.0,8.0,6.0,6.0,9.0
PROT_0111,6.0,3.0,3.0,12.0,7.0,18.0,10.0,2.0,10.0,11.0,8.0,6.0,5.0,11.0,9.0,7.0,9.0,12.0,5.0,9.0,5.0,7.0,20.0,12.0,5.0,7.0,5.0,5.0,7.0,5.0,5.0,8.0,5.0,4.0,9.0,11.0,5.0,9.0,4.0,4.0
PROT_0112,10.0,8.0,16.0,13.0,11.0,14.0,4.0,27.0,11.0,8.0,6.0,16.0,10.0,11.0,11.0,7.0,3.0,4.0,8.0,12.0,4.0,4.0,17.0,7.0,10.0,11.0,11.0,3.0,4.0,10.0,3.0,12.0,13.0,3.0,11.0,5.0,17.0,10.0,10.0,11.0
PROT_0113,3.0,10.0,6.0,5.0,15.0,19.0,6.0,3.0,6.0,8.0,11.0,5.0,19.0,7.0,15.0,12.0,8.0,4.0,13.0,10.0,13.0,10.0,5.0,8.0,8.0,5.0,10.0,5.0,11.0,10.0,9.0,9.0,18.0,12.0,13.0,13.0,11.0,7.0,1.0,11.0
PROT_0114,2.0,19.0,4.0,10.0,5.0,5.0,2.0,2.0,10.0,8.0,0.0,5.0,3.0,9.0,2.0,5.0,6.0,6.0,3.0,1.0,6.0,4.0,3.0,4.0,5.0,4.0,5.0,15.0,2.0,5.0,9.0,16.0,3.0,5.0,2.0,7.0,5.0,10.0,9.0,4.0
PROT_0115,6.0,16.0,5.0,19.0,16.0,19.0,21.0,16.0,15.0,8.0,10.0,15.0,17.0,14.0,3.0,9.0,5.0,9.0,8.0,8.0,10.0,11.0,7.0,7.0,5.0,8.0,10.0,6.0,6.0,7.0,12.0,5.0,9.0,4.0,12.0,14.0,26.0,4.0,13.0,5.0
PROT_0116,8.0,14.0,9.0,29.0,17.0,11.0,10.0,19.0,21.0,7.0,9.0,7.0,6.0,23.0,12.0,12.0,11.0,6.0,9.0,5.0,9.0,12.0,13.0,19.0,14.0,10.0,12.0,10.0,14.0,13.0,21.0,13.0,17.0,8.0,15.0,11.0,11.0,16.0,22.0,16.0
PROT_0117,10.0,7.0,18.0,14.0,7.0,16.0,12.0,15.0,8.0,7.0,4.0,3.0,8.0,9.0,20.0,6.0,17.0,7.0,7.0,12.0,6.0,11.0,8.0,3.0,13.0,9.0,4.0,9.0,12.0,6.0,10.0,5.0,9.0,9.0,4.0,14.0,6.0,16.0,7.0,4.0
PROT_0118,20.0,10.0,10.0,9.0,20.0,6.0,7.0,1.0,13.0,7.0,8.0,20.0,9.0,16.0,16.0,12.0,4.0,12.0,13.0,23.0,7.0,2.0,15.0,10.0,13.0,11.0,9.0,11.0,16.0,24.0,7.0,11.0,6.0,8.0,9.0,11.0,21.0,9.0,11.0,22.0
PROT_0119,9.0,14.0,11.0,15.0,11.0,5.0,10.0,7.0,5.0,20.0,10.0,21.0,7.0,17.0,10.0,12.0,15.0,3.0,8.0,18.0,19.0,5.0,10.0,8.0,2.0,8.0,11.0,10.0,9.0,13.0,14.0,14.0,7.0,6.0,9.0,3.0,15.0,5.0,10.0,12.0
PROT_0120,15.0,26.0,7.0,20.0,17.0,11.0,12.0,9.0,10.0,10.0,26.0,19.0,21.0,9.0,14.0,8.0,13.0,20.0,11.0,19.0,19.0,10.0,14.0,18.0,11.0,7.0,8.0,23.0,17.0,6.0,13.0,8.0,17.0,11.0,7.0,11.0,12.0,10.0,8.0,10.0
PROT_0121,16.0,5.0,3.0,11.0,5.0,18.0,9.0,17.0,8.0,8.0,5.0,18.0,7.0,6.0,14.0,12.0,12.0,6.0,12.0,6.0,11.0,12.0,9.0,7.0,9.0,3.0,7.0,8.0,5.0,20.0,6.0,8.0,4.0,4.0,12.0,10.0,13.0,5.0,7.0,14.0
PROT_0122,12.0,7.0,5.0,12.0,8.0,5.0,33.0,14.0,9.0,8.0,12.0,4.0,14.0,16.0,7.0,13.0,10.0,8.0,13.0,15.0,11.0,2.0,8.0,11.0,13.0,8.0,17.0,6.0,15.0,7.0,21.0,8.0,15.0,10.0,8.0,6.0,15.0,12.0,7.0,13.0
PROT_0123,11.0,10.0,9.0,7.0,14.0,8.0,11.0,15.0,6.0,13.0,9.0,11.0,10.0,4.0,12.0,5.0,5.0,15.0,7.0,5.0,18.0,5.0,13.0,8.0,11.0,14.0,8.0,6.0,13.0,11.0,7.0,7.0,15.0,4.0,10.0,9.0,14.0,8.0,11.0,18.0
PROT_0124,6.0,8.0,2.0,3.0,0.0,8.0,6.0,5.0,3.0,3.0,8.0,11.0,4.0,4.0,8.0,4.0,7.0,2.0,6.0,2.0,7.0,7.0,3.0,5.0,5.0,3.0,10.0,5.0,8.0,6.0,5.0,1.0,0.0,11.0,2.0,1.0,3.0,8.0,4.0,5.0
PROT_0125,5.0,8.0,5.0,1.0,10.0,9.0,7.0,5.0,3.0,8.0,8.0,8.0,5.0,6.0,8.0,10.0,11.0,12.0,14.0,18.0,8.0,8.0,7.0,5.0,9.0,10.0,3.0,8.0,5.0,8.0,7.0,6.0,10.0,11.0,7.0,3.0,7.0,10.0,12.0,8.0
PROT_0126,3.0,4.0,3.0,4.0,2.0,6.0,2.0,14.0,13.0,12.0,11.0,4.0,5.0,6.0,5.0,3.0,0.0,10.0,6.0,5.0,4.0,14.0,11.0,1.0,6.0,7.0,7.0,7.0,1.0,6.0,3.0,2.0,13.0,11.0,10.0,11.0,6.0,6.0,4.0,5.0
PROT_0127,3.0,9.0,6.0,7.0,6.0,6.0,9.0,6.0,3.0,6.0,10.0,7.0,8.0,12.0,2.0,6.0,6.0,7.0,12.0,4.0,7.0,6.0,2.0,10.0,11.0,9.0,7.0,4.0,5.0,9.0,3.0,8.0,5.0,9.0,5.0,11.0,13.0,5.0,2.0,18.0
PROT_0128,7.0,13.0,12.0,7.0,17.0,10.0,10.0,18.0,8.0,8.0,12.0,11.0,1.0,8.0,9.0,10.0,20.0,7.0,12.0,6.0,17.0,8.0,10.0,7.0,10.0,16.0,10.0,3.0,21.0,21.0,10.0,7.0,20.0,10.0,9.0,17.0,19.0,14.0,21.0,9.0
PROT_0129,5.0,4.0,7.0,6.0,11.0,1.0,6.0,9.0,10.0,3.0,15.0,8.0,7.0,9.0,4.0,9.0,7.0,6.0,10.0,10.0,12.0,9.0,20.0,4.0,10.0,4.0,13.0,11.0,4.0,4.0,9.0,13.0,3.0,11.0,3.0,6.0,6.0,9.0,18.0,11.0
PROT_0130,12.0,9.0,4.0,12.0,5.0,6.0,5.0,5.0,2.0,7.0,5.0,2.0,8.0,6.0,4.0,3.0,5.0,6.0,3.0,9.0,7.0,12.0,2.0,2.0,6.0,4.0,8.0,6.0,5.0,6.0,2.0,10.0,5.0,3.0,2.0,4.0,5.0,9.0,1.0,5.0
PROT_0131,7.0,8.0,6.0,0.0,8.0,2.0,0.0,1.0,4.0,2.0,3.0,5.0,5.0,0.0,4.0,2.0,7.0,0.0,7.0,3.0,3.0,0.0,4.0,20.0,2.0,2.0,3.0,6.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,7.0,4.0
PROT_0132,10.0,17.0,12.0,20.0,14.0,9.0,11.0,8.0,6.0,8.0,14.0,13.0,13.0,19.0,10.0,7.0,12.0,13.0,1.0,12.0,18.0,9.0,7.0,11.0,7.0,6.0,23.0,15.0,11.0,17.0,10.0,7.0,17.0,16.0,12.0,13.0,17.0,9.0,5.0,16.0
PROT_0133,18.0,20.0,26.0,7.0,13.0,7.0,11.0,7.0,14.0,12.0,18.0,11.0,8.0,6.0,7.0,10.0,20.0,7.0,12.0,17.0,5.0,9.0,8.0,9.0,9.0,5.0,16.0,6.0,14.0,9.0,5.0,16.0,13.0,10.0,4.0,11.0,6.0,3.0,10.0,20.0
PROT_0134,10.0,5.0,0.0,6.0,8.0,7.0,2.0,4.0,4.0,12.0,10.0,1.0,5.0,6.0,8.0,11.0,3.0,2.0,12.0,7.0,7.0,5.0,5.0,1.0,4.0,2.0,7.0,1.0,3.0,9.0,14.0,9.0,3.0,0.0,4.0,8.0,5.0,2.0,9.0,5.0
PROT_0135,9.0,2.0,7.0,5.0,1.0,4.0,6.0,14.0,5.0,9.0,4.0,5.0,5.0,5.0,6.0,3.0,10.0,14.0,2.0,6.0,7.0,7.0,2.0,5.0,4.0,5.0,14.0,6.0,3.0,9.0,1.0,2.0,4.0,17.0,7.0,5.0,0.0,4.0,2.0,9.0
PROT_0136,9.0,20.0,13.0,4.0,7.0,7.0,4.0,14.0,17.0,11.0,10.0,17.0,5.0,11.0,19.0,16.0,7.0,9.0,11.0,21.0,14.0,16.0,9.0,11.0,10.0,2.0,7.0,19.0,10.0,4.0,9.0,6.0,19.0,12.0,11.0,8.0,10.0,5.0,5.0,3.0
PROT_0137,10.0,5.0,13.0,14.0,16.0,8.0,6.0,14.0,6.0,18.0,13.0,12.0,8.0,6.0,12.0,8.0,13.0,6.0,13.0,6.0,7.0,8.0,13.0,11.0,4.0,12.0,10.0,13.0,10.0,3.0,19.0,21.0,13.0,13.0,11.0,9.0,17.0,9.0,8.0,3.0
PROT_0138,4.0,11.0,8.0,15.0,12.0,13.0,18.0,20.0,7.0,11.0,16.0,15.0,11.0,17.0,20.0,12.0,11.0,13.0,10.0,11.0,17.0,11.0,7.0,8.0,8.0,20.0,18.0,10.0,8.0,11.0,5.0,18.0,7.0,17.0,7.0,15.0,10.0,6.0,22.0,23.0
PROT_0139,12.0,18.0,16.0,12.0,7.0,5.0,10.0,8.0,14.0,3.0,5.0,5.0,2.0,6.0,9.0,10.0,5.0,5.0,6.0,9.0,5.0,5.0,6.0,7.0,4.0,1.0,6.0,0.0,8.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,9.0,4.0,6.0
PROT_0140,2.0,3.0,5.0,3.0,12.0,16.0,8.0,7.0,2.0,4.0,7.0,1.0,3.0,3.0,7.0,7.0,1.0,2.0,6.0,8.0,3.0,6.0,7.0,6.0,8.0,2.0,6.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,9.0,10.0,8.0,4.0,9.0
PROT_0141,7.0,3.0,10.0,4.0,1.0,5.0,5.0,8.0,4.0,3.0,13.0,2.0,13.0,5.0,7.0,3.0,11.0,8.0,5.0,0.0,6.0,5.0,11.0,2.0,9.0,12.0,5.0,7.0,10.0,16.0,11.0,4.0,7.0,6.0,1.0,4.0,2.0,5.0,2.0,8.0
PROT_0142,17.0,5.0,9.0,10.0,15.0,7.0,14.0,15.0,22.0,10.0,7.0,15.0,11.0,19.0,19.0,6.0,8.0,14.0,24.0,7.0,22.0,11.0,4.0,11.0,10.0,11.0,7.0,16.0,12.0,11.0,20.0,3.0,9.0,9.0,2.0,15.0,13.0,14.0,13.0,14.0
PROT_0143,16.0,8.0,18.0,16.0,11.0,9.0,20.0,13.0,15.0,18.0,11.0,9.0,5.0,5.0,14.0,12.0,21.0,8.0,10.0,13.0,10.0,6.0,11.0,14.0,10.0,11.0,17.0,13.0,12.0,22.0,4.0,7.0,17.0,7.0,14.0,16.0,10.0,8.0,19.0,7.0
PROT_0144,10.0,14.0,8.0,18.0,5.0,11.0,7.0,12.0,14.0,14.0,10.0,1.0,9.0,9.0,13.0,6.0,2.0,11.0,11.0,2.0,4.0,9.0,5.0,0.0,6.0,13.0,1.0,8.0,6.0,6.0,7.0,9.0,4.0,9.0,12.0,8.0,4.0,5.0,2.0,5.0
PROT_0145,1.0,6.0,8.0,11.0,7.0,11.0,14.0,19.0,6.0,1.0,8.0,5.0,6.0,8.0,17.0,1.0,7.0,1.0,10.0,4.0,8.0,2.0,3.0,12.0,5.0,6.0,5.0,6.0,11.0,7.0,6.0,8.0,4.0,12.0,5.0,7.0,14.0,4.0,7.0,14.0
PROT_0146,10.0,11.0,11.0,6.0,10.0,13.0,12.0,9.0,8.0,10.0,8.0,15.0,12.0,6.0,11.0,7.0,9.0,13.0,9.0,6.0,9.0,4.0,6.0,10.0,7.0,6.0,23.0,13.0,4.0,12.0,12.0,4.0,9.0,15.0,11.0,15.0,3.0,14.0,13.0,11.0
PROT_0147,3.0,6.0,4.0,3.0,7.0,3.0,3.0,5.0,6.0,4.0,5.0,9.0,2.0,10.0,12.0,7.0,5.0,8.0,16.0,5.0,2.0,7.0,2.0,6.0,12.0,5.0,10.0,8.0,5.0,1.0,9.0,5.0,9.0,1.0,7.0,9.0,8.0,3.0,7.0,2.0
PROT_0148,3.0,5.0,17.0,9.0,8.0,6.0,3.0,5.0,6.0,4.0,12.0,23.0,8.0,7.0,4.0,6.0,13.0,21.0,12.0,4.0,16.0,11.0,5.0,11.0,16.0,18.0,14.0,13.0,15.0,12.0,11.0,7.0,7.0,4.0,9.0,17.0,10.0,15.0,16.0,8.0
PROT_0149,14.0,8.0,3.0,12.0,5.0,6.0,1.0,9.0,9.0,8.0,16.0,15.0,14.0,9.0,7.0,8.0,2.0,11.0,5.0,6.0,2.0,9.0,6.0,12.0,6.0,7.0,2.0,3.0,9.0,6.0,8.0,1.0,9.0,7.0,5.0,13.0,8.0,6.0,21.0,10.0
