gene_id,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040
GENE_0073,8.0,0.0,0.0,5.0,3.0,5.0,0.0,2.0,3.0,2.0,1.0,7.0,4.0,6.0,1.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,2.0,3.0,0.0,4.0,4.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0
GENE_0074,10.0,9.0,7.0,9.0,4.0,7.0,6.0,11.0,12.0,14.0,3.0,6.0,6.0,16.0,10.0,8.0,8.0,17.0,14.0,4.0,10.0,15.0,3.0,12.0,6.0,12.0,3.0,7.0,6.0,11.0,6.0,7.0,4.0,5.0,9.0,10.0,10.0,11.0,4.0,7.0
GENE_0075,5.0,10.0,2.0,4.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,7.0,0.0,2.0,5.0,8.0,1.0,2.0,7.0,2.0,6.0,5.0,6.0,0.0,13.0,0.0,2.0,7.0,4.0,2.0,8.0,4.0,1.0,7.0,4.0,1.0,5.0,5.0,4.0
GENE_0076,6.0,9.0,8.0,8.0,7.0,13.0,6.0,5.0,10.0,1.0,9.0,2.0,4.0,13.0,16.0,8.0,6.0,8.0,5.0,6.0,5.0,8.0,9.0,6.0,11.0,8.0,15.0,13.0,7.0,3.0,8.0,6.0,6.0,9.0,8.0,4.0,8.0,6.0,9.0,5.0
GENE_0077,3.0,6.0,1.0,5.0,10.0,7.0,3.0,9.0,4.0,1.0,2.0,6.0,5.0,0.0,7.0,2.0,1.0,2.0,7.0,2.0,6.0,3.0,3.0,3.0,8.0,0.0,7.0,4.0,3.0,8.0,4.0,11.0,7.0,6.0,4.0,2.0,10.0,3.0,4.0,11.0
GENE_0078,9.0,8.0,2.0,4.0,3.0,5.0,3.0,6.0,2.0,16.0,8.0,1.0,18.0,2.0,10.0,3.0,3.0,3.0,9.0,16.0,7.0,5.0,4.0,0.0,5.0,4.0,2.0,7.0,7.0,7.0,5.0,1.0,3.0,1.0,3.0,6.0,13.0,2.0,6.0,10.0
GENE_0079,2.0,9.0,13.0,12.0,9.0,6.0,2.0,3.0,5.0,5.0,12.0,11.0,1.0,10.0,11.0,7.0,4.0,18.0,7.0,12.0,7.0,7.0,10.0,10.0,8.0,20.0,5.0,6.0,5.0,5.0,13.0,4.0,6.0,8.0,8.0,9.0,10.0,5.0,12.0,13.0
GENE_0080,1.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,4.0,2.0,6.0,0.0,7.0,2.0,8.0,1.0,2.0,2.0,0.0,8.0,2.0,3.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,2.0,4.0,5.0,1.0,1.0,6.0,1.0,2.0
GENE_0081,9.0,7.0,6.0,1.0,4.0,7.0,1.0,3.0,10.0,3.0,0.0,2.0,6.0,6.0,2.0,3.0,2.0,1.0,11.0,3.0,5.0,5.0,1.0,5.0,1.0,6.0,2.0,5.0,5.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0
GENE_0082,1.0,0.0,2.0,3.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,7.0,8.0,0.0,4.0,3.0,2.0,1.0,1.0,2.0,6.0,4.0,4.0,0.0,3.0
GENE_0083,6.0,5.0,8.0,13.0,9.0,9.0,2.0,5.0,4.0,6.0,6.0,5.0,3.0,6.0,6.0,4.0,12.0,11.0,3.0,17.0,6.0,9.0,4.0,6.0,9.0,7.0,4.0,11.0,8.0,4.0,9.0,4.0,4.0,4.0,5.0,1.0,2.0,7.0,7.0,4.0
GENE_0084,3.0,9.0,3.0,3.0,8.0,1.0,1.0,8.0,1.0,3.0,4.0,2.0,10.0,3.0,4.0,4.0,3.0,6.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,2.0,8.0,2.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,2.0,5.0,7.0,2.0,8.0
GENE_0085,5.0,6.0,26.0,6.0,9.0,4.0,2.0,5.0,6.0,3.0,12.0,2.0,11.0,10.0,4.0,4.0,3.0,6.0,9.0,7.0,7.0,9.0,3.0,6.0,2.0,5.0,7.0,3.0,8.0,4.0,4.0,10.0,7.0,11.0,7.0,7.0,4.0,3.0,3.0,10.0
GENE_0086,7.0,11.0,5.0,7.0,5.0,2.0,1.0,4.0,2.0,5.0,7.0,6.0,5.0,3.0,16.0,2.0,6.0,5.0,2.0,3.0,14.0,4.0,7.0,7.0,10.0,5.0,9.0,6.0,9.0,3.0,17.0,7.0,7.0,3.0,11.0,10.0,3.0,5.0,2.0,11.0
GENE_0087,8.0,7.0,2.0,9.0,4.0,5.0,4.0,1.0,6.0,2.0,5.0,0.0,7.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,0.0,5.0,14.0,4.0,5.0,2.0,3.0,9.0,12.0,4.0,11.0,2.0,1.0
GENE_0088,7.0,3.0,8.0,6.0,4.0,8.0,3.0,5.0,12.0,7.0,6.0,13.0,2.0,3.0,5.0,3.0,6.0,4.0,6.0,3.0,6.0,4.0,17.0,7.0,1.0,3.0,5.0,3.0,4.0,3.0,5.0,6.0,13.0,2.0,7.0,9.0,9.0,1.0,1.0,15.0
GENE_0089,8.0,6.0,5.0,5.0,7.0,8.0,13.0,5.0,8.0,12.0,11.0,8.0,10.0,3.0,6.0,5.0,9.0,5.0,5.0,5.0,6.0,4.0,2.0,2.0,8.0,17.0,4.0,9.0,12.0,5.0,6.0,1.0,4.0,6.0,6.0,12.0,9.0,2.0,8.0,5.0
GENE_0090,1.0,3.0,11.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,3.0,3.0,7.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,4.0,2.0,2.0
GENE_0091,10.0,11.0,12.0,7.0,3.0,15.0,7.0,20.0,13.0,18.0,7.0,8.0,13.0,12.0,18.0,7.0,7.0,12.0,5.0,11.0,9.0,9.0,9.0,8.0,18.0,21.0,7.0,7.0,9.0,10.0,27.0,11.0,10.0,8.0,12.0,13.0,6.0,7.0,22.0,4.0
GENE_0092,3.0,9.0,8.0,12.0,6.0,3.0,3.0,7.0,6.0,6.0,1.0,7.0,4.0,7.0,13.0,6.0,5.0,8.0,7.0,6.0,6.0,4.0,6.0,8.0,6.0,5.0,7.0,6.0,2.0,9.0,11.0,4.0,8.0,3.0,4.0,6.0,7.0,4.0,5.0,0.0
GENE_0093,11.0,3.0,5.0,6.0,4.0,12.0,8.0,19.0,17.0,6.0,12.0,5.0,2.0,7.0,2.0,6.0,3.0,5.0,4.0,10.0,9.0,5.0,5.0,11.0,7.0,3.0,8.0,3.0,2.0,14.0,9.0,8.0,9.0,0.0,2.0,7.0,1.0,10.0,2.0,9.0
GENE_0094,18.0,4.0,3.0,17.0,7.0,10.0,5.0,5.0,12.0,11.0,5.0,20.0,14.0,3.0,9.0,9.0,3.0,10.0,6.0,8.0,7.0,18.0,7.0,9.0,6.0,14.0,14.0,17.0,7.0,12.0,9.0,17.0,11.0,12.0,7.0,9.0,5.0,6.0,8.0,9.0
GENE_0095,13.0,2.0,1.0,3.0,7.0,8.0,6.0,6.0,0.0,7.0,4.0,6.0,8.0,5.0,5.0,4.0,3.0,3.0,12.0,6.0,7.0,5.0,8.0,10.0,6.0,15.0,3.0,5.0,4.0,8.0,5.0,5.0,2.0,6.0,4.0,4.0,5.0,8.0,9.0,1.0
GENE_0096,8.0,5.0,7.0,13.0,3.0,4.0,5.0,4.0,6.0,4.0,7.0,13.0,1.0,14.0,6.0,9.0,4.0,2.0,8.0,6.0,14.0,14.0,6.0,10.0,7.0,6.0,6.0,5.0,7.0,5.0,3.0,5.0,8.0,3.0,5.0,6.0,9.0,8.0,4.0,11.0
GENE_0097,11.0,4.0,6.0,7.0,6.0,10.0,9.0,12.0,8.0,7.0,3.0,5.0,5.0,12.0,8.0,10.0,10.0,13.0,0.0,8.0,9.0,11.0,6.0,11.0,8.0,12.0,10.0,4.0,10.0,13.0,4.0,8.0,7.0,9.0,20.0,4.0,5.0,12.0,6.0,2.0
GENE_0098,6.0,2.0,5.0,3.0,6.0,2.0,8.0,6.0,19.0,1.0,6.0,5.0,3.0,4.0,7.0,8.0,5.0,3.0,3.0,3.0,5.0,9.0,8.0,2.0,6.0,8.0,3.0,5.0,5.0,7.0,3.0,4.0,3.0,1.0,7.0,5.0,5.0,0.0,0.0,1.0
GENE_0099,8.0,4.0,4.0,8.0,9.0,8.0,7.0,3.0,8.0,4.0,7.0,4.0,3.0,4.0,11.0,7.0,4.0,1.0,11.0,0.0,2.0,5.0,4.0,9.0,10.0,9.0,12.0,3.0,8.0,3.0,12.0,8.0,6.0,2.0,7.0,11.0,8.0,5.0,3.0,5.0
GENE_0100,11.0,14.0,6.0,13.0,13.0,9.0,16.0,13.0,14.0,9.0,18.0,8.0,5.0,5.0,8.0,6.0,11.0,3.0,10.0,10.0,20.0,13.0,8.0,8.0,2.0,8.0,17.0,4.0,11.0,5.0,2.0,11.0,13.0,3.0,16.0,21.0,12.0,11.0,10.0,11.0
GENE_0101,7.0,12.0,4.0,3.0,11.0,5.0,4.0,5.0,5.0,9.0,4.0,6.0,7.0,3.0,2.0,7.0,5.0,7.0,5.0,6.0,12.0,6.0,8.0,2.0,11.0,3.0,8.0,6.0,4.0,9.0,5.0,4.0,6.0,4.0,4.0,3.0,11.0,9.0,12.0,5.0
GENE_0102,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,0.0,6.0,6.0,0.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,7.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,11.0,0.0,10.0,2.0,3.0,3.0
GENE_0103,1.0,9.0,6.0,3.0,9.0,0.0,7.0,8.0,1.0,3.0,4.0,10.0,6.0,4.0,10.0,6.0,5.0,2.0,6.0,12.0,9.0,7.0,3.0,9.0,14.0,20.0,7.0,4.0,10.0,9.0,7.0,8.0,7.0,11.0,8.0,6.0,10.0,5.0,8.0,12.0
GENE_0104,2.0,2.0,7.0,6.0,5.0,3.0,3.0,3.0,10.0,5.0,12.0,3.0,7.0,3.0,5.0,2.0,7.0,3.0,6.0,7.0,11.0,1.0,2.0,2.0,5.0,4.0,9.0,2.0,3.0,1.0,1.0,10.0,8.0,5.0,15.0,5.0,7.0,5.0,3.0,0.0
GENE_0105,1.0,5.0,3.0,1.0,0.0,6.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,7.0,3.0,1.0,0.0,2.0,4.0,0.0,6.0,7.0,4.0,2.0,5.0,1.0,0.0,3.0,1.0,3.0,4.0,1.0,4.0,0.0
GENE_0106,7.0,1.0,0.0,5.0,8.0,4.0,2.0,3.0,0.0,7.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,3.0,7.0,3.0,3.0,7.0,3.0,2.0,1.0,6.0,0.0,3.0,5.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,4.0,6.0,0.0,5.0
GENE_0107,10.0,2.0,5.0,7.0,9.0,15.0,12.0,10.0,3.0,9.0,7.0,19.0,11.0,5.0,11.0,3.0,6.0,16.0,11.0,5.0,2.0,18.0,8.0,8.0,8.0,4.0,10.0,8.0,5.0,7.0,7.0,4.0,8.0,12.0,1.0,14.0,7.0,3.0,4.0,4.0
GENE_0108,3.0,2.0,13.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,10.0,6.0,1.0,15.0,6.0,3.0,9.0,10.0,3.0,7.0,10.0,11.0,3.0,5.0,8.0,5.0,8.0,0.0,5.0,6.0,7.0,6.0,8.0,3.0,4.0,1.0,4.0,4.0,3.0
GENE_0109,15.0,10.0,16.0,5.0,5.0,6.0,1.0,6.0,15.0,8.0,6.0,5.0,31.0,15.0,3.0,5.0,8.0,5.0,13.0,7.0,6.0,15.0,3.0,9.0,6.0,8.0,1.0,5.0,12.0,8.0,16.0,11.0,9.0,2.0,7.0,7.0,13.0,8.0,13.0,10.0
GENE_0110,4.0,7.0,15.0,8.0,11.0,7.0,4.0,7.0,3.0,2.0,9.0,4.0,11.0,15.0,9.0,6.0,18.0,5.0,6.0,5.0,9.0,7.0,7.0,9.0,6.0,4.0,6.0,4.0,9.0,6.0,1.0,17.0,10.0,4.0,7.0,8.0,3.0,7.0,7.0,7.0
GENE_0111,8.0,5.0,3.0,2.0,4.0,6.0,3.0,5.0,4.0,4.0,8.0,3.0,5.0,2.0,2.0,0.0,5.0,1.0,3.0,8.0,7.0,10.0,1.0,4.0,1.0,4.0,4.0,4.0,7.0,4.0,0.0,9.0,5.0,7.0,6.0,3.0,2.0,3.0,8.0,6.0
GENE_0112,8.0,8.0,3.0,5.0,7.0,6.0,2.0,9.0,5.0,2.0,7.0,11.0,10.0,5.0,3.0,8.0,4.0,9.0,6.0,4.0,5.0,7.0,3.0,6.0,13.0,2.0,6.0,10.0,6.0,8.0,5.0,6.0,6.0,2.0,7.0,7.0,3.0,6.0,6.0,11.0
GENE_0113,4.0,13.0,4.0,5.0,9.0,9.0,7.0,12.0,5.0,24.0,11.0,16.0,15.0,13.0,11.0,11.0,12.0,12.0,6.0,12.0,4.0,9.0,7.0,9.0,13.0,7.0,5.0,9.0,5.0,5.0,9.0,8.0,3.0,14.0,14.0,7.0,9.0,11.0,11.0,16.0
GENE_0114,1.0,4.0,4.0,6.0,5.0,4.0,3.0,0.0,0.0,4.0,4.0,1.0,6.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,11.0,5.0,5.0,1.0,3.0,1.0,6.0,1.0,17.0,1.0,2.0,4.0,3.0,5.0,3.0,0.0,2.0,3.0,4.0
GENE_0115,4.0,13.0,9.0,13.0,10.0,4.0,9.0,11.0,10.0,4.0,10.0,3.0,9.0,7.0,11.0,19.0,7.0,4.0,7.0,10.0,10.0,14.0,8.0,15.0,17.0,6.0,1.0,10.0,10.0,7.0,8.0,4.0,7.0,7.0,10.0,12.0,12.0,10.0,5.0,10.0
GENE_0116,18.0,11.0,7.0,11.0,8.0,6.0,5.0,5.0,10.0,5.0,11.0,11.0,2.0,12.0,10.0,11.0,6.0,15.0,1.0,11.0,6.0,6.0,17.0,19.0,7.0,14.0,10.0,19.0,6.0,10.0,11.0,8.0,12.0,14.0,6.0,5.0,8.0,16.0,12.0,9.0
GENE_0117,5.0,8.0,7.0,13.0,5.0,15.0,12.0,13.0,9.0,9.0,3.0,8.0,7.0,12.0,17.0,9.0,3.0,10.0,10.0,12.0,11.0,12.0,13.0,5.0,8.0,11.0,15.0,6.0,10.0,9.0,8.0,23.0,3.0,22.0,2.0,7.0,12.0,1.0,4.0,14.0
GENE_0118,15.0,3.0,3.0,8.0,3.0,6.0,16.0,6.0,2.0,14.0,8.0,9.0,5.0,19.0,6.0,8.0,5.0,10.0,12.0,5.0,4.0,6.0,4.0,13.0,14.0,8.0,9.0,9.0,2.0,9.0,7.0,13.0,6.0,5.0,7.0,4.0,6.0,7.0,15.0,1.0
GENE_0119,15.0,15.0,5.0,13.0,13.0,12.0,7.0,9.0,9.0,7.0,6.0,8.0,8.0,13.0,8.0,8.0,6.0,6.0,4.0,9.0,10.0,15.0,8.0,1.0,15.0,3.0,6.0,12.0,9.0,6.0,9.0,6.0,14.0,14.0,4.0,4.0,5.0,4.0,6.0,16.0
GENE_0120,6.0,6.0,9.0,3.0,3.0,1.0,8.0,5.0,6.0,5.0,3.0,3.0,5.0,5.0,7.0,7.0,3.0,4.0,3.0,11.0,4.0,4.0,7.0,7.0,5.0,3.0,7.0,2.0,6.0,6.0,4.0,6.0,2.0,1.0,8.0,4.0,1.0,6.0,5.0,5.0
GENE_0121,11.0,9.0,17.0,14.0,9.0,7.0,4.0,5.0,3.0,13.0,3.0,13.0,7.0,22.0,9.0,12.0,6.0,10.0,9.0,10.0,6.0,4.0,5.0,3.0,4.0,14.0,12.0,22.0,4.0,6.0,16.0,4.0,9.0,7.0,9.0,9.0,10.0,13.0,7.0,9.0
GENE_0122,4.0,4.0,12.0,3.0,5.0,0.0,4.0,3.0,1.0,4.0,3.0,6.0,0.0,11.0,4.0,6.0,2.0,3.0,3.0,3.0,9.0,3.0,10.0,2.0,1.0,5.0,0.0,3.0,0.0,2.0,7.0,1.0,6.0,1.0,4.0,4.0,3.0,6.0,4.0,4.0
GENE_0123,7.0,3.0,15.0,6.0,6.0,7.0,10.0,10.0,13.0,7.0,9.0,4.0,8.0,13.0,8.0,9.0,13.0,17.0,18.0,13.0,11.0,11.0,8.0,9.0,16.0,11.0,10.0,13.0,4.0,14.0,7.0,9.0,10.0,17.0,26.0,10.0,10.0,5.0,4.0,8.0
GENE_0124,10.0,8.0,13.0,13.0,4.0,8.0,7.0,2.0,8.0,12.0,14.0,5.0,13.0,3.0,11.0,1.0,17.0,11.0,1.0,9.0,9.0,6.0,10.0,18.0,8.0,7.0,9.0,8.0,6.0,4.0,8.0,18.0,4.0,5.0,7.0,8.0,16.0,6.0,8.0,5.0
GENE_0125,1.0,7.0,2.0,0.0,6.0,0.0,1.0,2.0,8.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,8.0,8.0,0.0,10.0,0.0,4.0,13.0,1.0,4.0,5.0,0.0,1.0,3.0,2.0,5.0,6.0,1.0,3.0,4.0,2.0,3.0,7.0,2.0
GENE_0126,11.0,14.0,6.0,14.0,2.0,0.0,8.0,9.0,13.0,7.0,5.0,9.0,8.0,7.0,11.0,6.0,5.0,14.0,4.0,5.0,11.0,6.0,3.0,6.0,6.0,14.0,0.0,10.0,14.0,3.0,10.0,4.0,2.0,7.0,5.0,4.0,9.0,8.0,10.0,12.0
GENE_0127,2.0,2.0,2.0,1.0,1.0,2.0,8.0,0.0,4.0,0.0,2.0,2.0,1.0,3.0,6.0,2.0,5.0,2.0,2.0,4.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,6.0,2.0,4.0,3.0,1.0,2.0,10.0,3.0,13.0,4.0,9.0
GENE_0128,6.0,6.0,6.0,7.0,3.0,8.0,7.0,7.0,6.0,19.0,13.0,7.0,10.0,7.0,7.0,6.0,3.0,10.0,7.0,5.0,5.0,4.0,6.0,6.0,4.0,12.0,10.0,11.0,4.0,5.0,4.0,3.0,13.0,8.0,8.0,7.0,10.0,7.0,11.0,1.0
GENE_0129,11.0,2.0,11.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,8.0,4.0,9.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,4.0,1.0,5.0,2.0,7.0,1.0,4.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0
GENE_0130,10.0,10.0,4.0,10.0,2.0,0.0,9.0,4.0,5.0,7.0,7.0,17.0,3.0,8.0,12.0,6.0,5.0,6.0,3.0,8.0,3.0,10.0,4.0,6.0,5.0,7.0,12.0,8.0,2.0,8.0,2.0,14.0,5.0,8.0,7.0,4.0,2.0,10.0,13.0,4.0
GENE_0131,1.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,14.0,1.0,8.0,5.0,4.0,7.0,5.0,7.0,2.0,4.0,8.0,2.0,2.0,11.0,9.0,13.0,3.0,2.0,2.0,6.0,13.0,4.0,6.0,13.0,4.0,1.0,2.0,3.0,3.0
GENE_0132,8.0,1.0,6.0,2.0,3.0,3.0,6.0,1.0,6.0,13.0,4.0,7.0,8.0,3.0,1.0,4.0,8.0,0.0,2.0,6.0,4.0,9.0,2.0,4.0,5.0,3.0,3.0,6.0,17.0,7.0,6.0,5.0,6.0,5.0,6.0,8.0,2.0,10.0,5.0,6.0
GENE_0133,4.0,4.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,3.0,10.0,2.0,2.0,8.0,11.0,3.0,1.0,8.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,7.0,2.0,9.0,16.0,3.0,1.0,8.0,8.0,6.0,4.0,1.0,4.0,7.0,2.0
GENE_0134,11.0,6.0,11.0,5.0,10.0,14.0,7.0,15.0,6.0,8.0,13.0,17.0,22.0,8.0,12.0,9.0,11.0,12.0,8.0,7.0,6.0,6.0,11.0,12.0,2.0,5.0,12.0,3.0,10.0,8.0,6.0,5.0,10.0,12.0,3.0,9.0,10.0,9.0,11.0,6.0
GENE_0135,11.0,3.0,3.0,2.0,11.0,6.0,5.0,3.0,1.0,7.0,5.0,11.0,12.0,9.0,13.0,4.0,5.0,3.0,2.0,7.0,4.0,9.0,4.0,2.0,8.0,6.0,10.0,3.0,5.0,6.0,10.0,5.0,4.0,7.0,2.0,5.0,13.0,17.0,6.0,6.0
GENE_0136,7.0,2.0,3.0,13.0,4.0,8.0,13.0,3.0,5.0,2.0,13.0,11.0,9.0,6.0,7.0,5.0,15.0,14.0,9.0,9.0,4.0,22.0,7.0,9.0,7.0,13.0,10.0,8.0,13.0,13.0,9.0,15.0,14.0,6.0,9.0,7.0,10.0,7.0,10.0,7.0
GENE_0137,1.0,0.0,3.0,1.0,5.0,8.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,9.0,3.0,4.0,9.0,11.0,1.0,3.0,5.0,6.0,0.0,4.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,18.0,1.0
GENE_0138,1.0,3.0,2.0,3.0,4.0,3.0,1.0,17.0,2.0,0.0,7.0,3.0,0.0,9.0,2.0,2.0,3.0,1.0,1.0,10.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,5.0,6.0,6.0
GENE_0139,13.0,1.0,3.0,7.0,7.0,6.0,1.0,5.0,2.0,11.0,2.0,5.0,5.0,5.0,9.0,2.0,8.0,4.0,4.0,4.0,8.0,5.0,3.0,10.0,2.0,5.0,11.0,4.0,5.0,4.0,6.0,3.0,8.0,8.0,6.0,10.0,6.0,3.0,4.0,4.0
GENE_0140,3.0,13.0,0.0,9.0,8.0,1.0,7.0,1.0,5.0,4.0,6.0,5.0,6.0,1.0,2.0,3.0,17.0,6.0,6.0,1.0,5.0,3.0,2.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,13.0,10.0,7.0,6.0,0.0,8.0,9.0,4.0,2.0
GENE_0141,11.0,8.0,7.0,11.0,6.0,4.0,14.0,10.0,17.0,12.0,15.0,10.0,8.0,14.0,7.0,12.0,9.0,8.0,6.0,6.0,4.0,5.0,9.0,4.0,5.0,13.0,7.0,4.0,5.0,13.0,12.0,7.0,11.0,6.0,7.0,12.0,9.0,9.0,6.0,11.0
GENE_0142,6.0,10.0,6.0,6.0,25.0,8.0,9.0,7.0,14.0,8.0,6.0,7.0,3.0,4.0,7.0,14.0,9.0,13.0,5.0,3.0,3.0,10.0,7.0,6.0,6.0,19.0,5.0,6.0,9.0,6.0,10.0,10.0,12.0,8.0,9.0,15.0,1.0,11.0,8.0,6.0
GENE_0143,10.0,4.0,9.0,4.0,8.0,9.0,7.0,4.0,13.0,3.0,3.0,4.0,7.0,8.0,2.0,5.0,11.0,7.0,8.0,3.0,5.0,7.0,10.0,8.0,5.0,4.0,10.0,16.0,5.0,5.0,9.0,7.0,12.0,3.0,5.0,5.0,4.0,5.0,7.0,6.0
GENE_0144,5.0,1.0,5.0,6.0,4.0,6.0,1.0,7.0,5.0,5.0,2.0,7.0,2.0,4.0,2.0,6.0,13.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,7.0,11.0,4.0,16.0,4.0,4.0,3.0,6.0,9.0,2.0,10.0,7.0,3.0,5.0,8.0,7.0
GENE_0145,8.0,8.0,16.0,6.0,10.0,7.0,10.0,12.0,9.0,5.0,7.0,16.0,6.0,13.0,7.0,7.0,6.0,7.0,8.0,18.0,7.0,3.0,7.0,12.0,7.0,11.0,9.0,9.0,6.0,12.0,8.0,18.0,15.0,8.0,8.0,12.0,7.0,9.0,2.0,6.0
GENE_0146,10.0,14.0,11.0,12.0,7.0,7.0,18.0,3.0,12.0,5.0,9.0,10.0,9.0,6.0,4.0,4.0,14.0,18.0,1.0,7.0,15.0,10.0,9.0,6.0,6.0,8.0,3.0,10.0,11.0,8.0,16.0,5.0,7.0,14.0,7.0,13.0,12.0,12.0,13.0,7.0
GENE_0147,6.0,2.0,7.0,7.0,10.0,2.0,17.0,7.0,7.0,7.0,10.0,7.0,12.0,9.0,10.0,8.0,1.0,6.0,6.0,6.0,3.0,7.0,11.0,8.0,9.0,3.0,3.0,3.0,3.0,9.0,6.0,12.0,3.0,8.0,8.0,11.0,4.0,8.0,2.0,2.0
GENE_0148,4.0,4.0,3.0,8.0,0.0,5.0,1.0,4.0,16.0,1.0,3.0,7.0,10.0,4.0,0.0,7.0,17.0,6.0,8.0,1.0,13.0,8.0,3.0,12.0,2.0,5.0,7.0,4.0,7.0,15.0,7.0,2.0,9.0,4.0,1.0,4.0,3.0,8.0,5.0,10.0
GENE_0149,1.0,8.0,5.0,5.0,4.0,2.0,5.0,1.0,0.0,3.0,10.0,4.0,3.0,3.0,11.0,8.0,3.0,3.0,4.0,17.0,7.0,10.0,2.0,3.0,7.0,10.0,6.0,0.0,4.0,12.0,7.0,7.0,5.0,4.0,0.0,8.0,8.0,7.0,10.0,10.0
GENE_0150,2.0,2.0,2.0,4.0,5.0,0.0,4.0,16.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,7.0,1.0,6.0,3.0,6.0,4.0,5.0,5.0,1.0,3.0,7.0,9.0,3.0,3.0,4.0,9.0,1.0,3.0,4.0,13.0,3.0,3.0,6.0,0.0
GENE_0151,3.0,3.0,2.0,3.0,1.0,8.0,2.0,4.0,4.0,0.0,6.0,2.0,1.0,4.0,14.0,3.0,4.0,5.0,1.0,9.0,2.0,4.0,5.0,4.0,4.0,13.0,1.0,3.0,6.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,0.0,2.0,6.0,1.0
GENE_0152,1.0,9.0,4.0,6.0,11.0,4.0,2.0,2.0,3.0,6.0,1.0,4.0,2.0,4.0,3.0,4.0,0.0,7.0,8.0,4.0,3.0,1.0,6.0,0.0,1.0,4.0,4.0,1.0,2.0,6.0,15.0,4.0,8.0,9.0,5.0,4.0,5.0,4.0,3.0,2.0
GENE_0153,4.0,5.0,2.0,1.0,7.0,9.0,18.0,16.0,18.0,6.0,9.0,16.0,10.0,5.0,15.0,12.0,7.0,9.0,15.0,12.0,14.0,7.0,11.0,8.0,0.0,12.0,2.0,9.0,7.0,4.0,5.0,3.0,13.0,8.0,11.0,12.0,7.0,5.0,16.0,9.0
GENE_0154,13.0,5.0,8.0,5.0,2.0,5.0,9.0,4.0,3.0,12.0,3.0,7.0,5.0,11.0,5.0,4.0,7.0,6.0,4.0,12.0,2.0,3.0,2.0,7.0,10.0,7.0,4.0,8.0,5.0,8.0,8.0,2.0,7.0,5.0,14.0,6.0,8.0,3.0,6.0,5.0
GENE_0155,3.0,3.0,5.0,0.0,4.0,5.0,2.0,5.0,2.0,6.0,2.0,2.0,4.0,1.0,7.0,2.0,0.0,2.0,7.0,4.0,0.0,5.0,4.0,6.0,1.0,2.0,3.0,0.0,3.0,0.0,4.0,6.0,1.0,2.0,1.0,0.0,6.0,1.0,1.0,3.0
